Frequency,Gen(mV),R,L,C,,Frequency,Gen(V),R,L,C
34649.722,2.49,0.328,3.345,0.91,,3.46E+04,2.49E-03,3.28E-04,3.35E-03,9.10E-04
34649.688,2.49,0.329,3.345,0.91,,3.46E+04,2.49E-03,3.29E-04,3.35E-03,9.10E-04
34699.665,2.49,0.328,3.342,0.906,,3.47E+04,2.49E-03,3.28E-04,3.34E-03,9.06E-04
34749.746,2.49,0.327,3.338,0.902,,3.47E+04,2.49E-03,3.27E-04,3.34E-03,9.02E-04
34749.697,2.49,0.327,3.338,0.902,,3.47E+04,2.49E-03,3.27E-04,3.34E-03,9.02E-04
34799.613,2.49,0.326,3.334,0.898,,3.48E+04,2.49E-03,3.26E-04,3.33E-03,8.98E-04
34799.645,2.49,0.326,3.334,0.898,,3.48E+04,2.49E-03,3.26E-04,3.33E-03,8.98E-04
34849.72,2.49,0.325,3.331,0.894,,3.48E+04,2.49E-03,3.25E-04,3.33E-03,8.94E-04
34899.717,2.49,0.324,3.327,0.89,,3.49E+04,2.49E-03,3.24E-04,3.33E-03,8.90E-04
34899.67,2.49,0.324,3.328,0.89,,3.49E+04,2.49E-03,3.24E-04,3.33E-03,8.90E-04
34949.562,2.49,0.323,3.324,0.886,,3.49E+04,2.49E-03,3.23E-04,3.32E-03,8.86E-04
34949.588,2.49,0.323,3.324,0.886,,3.49E+04,2.49E-03,3.23E-04,3.32E-03,8.86E-04
